student_id,technical_skills,soft_skills,project_titles
7612,"Pandas, JavaScript, AWS","Teamwork, Leadership, Problem Solving","Inventory System, Recommendation Engine, Automation Bot"
7613,"Python, React, Docker","Problem Solving, Communication, Adaptability","Attendance Tracker, Placement Portal, Analytics Dashboard"
7614,"C++, DSA, Java","Time Management, Communication, Leadership","ETL Tool, Automation Bot, Data Pipeline"
7615,"Python, DSA, Node.js","Adaptability, Teamwork, Communication","Recommendation Engine, Student CRM, Analytics Dashboard"
7616,"Python, Node.js, Java","Adaptability, Teamwork, Problem Solving","Attendance Tracker, Chatbot, Recommendation Engine"
7617,"Java, C++, Excel","Teamwork, Time Management, Adaptability","Inventory System, ETL Tool, Student CRM"
7618,"JavaScript, Python, Node.js","Communication, Problem Solving, Adaptability","Analytics Dashboard, Attendance Tracker, Data Pipeline"
7619,"Node.js, Pandas, Java","Communication, Time Management, Adaptability","Placement Portal, ETL Tool, Student CRM"
7620,"C++, Node.js, Docker","Communication, Time Management, Teamwork","Student CRM, Attendance Tracker, Data Pipeline"
7621,"JavaScript, SQL, Excel","Adaptability, Problem Solving, Teamwork","Inventory System, Placement Portal, Recommendation Engine"
7622,"Pandas, Node.js, Excel","Problem Solving, Time Management, Teamwork","Automation Bot, Student CRM, Chatbot"
7623,"SQL, Java, C++","Problem Solving, Time Management, Adaptability","Inventory System, Chatbot, Recommendation Engine"
7624,"Node.js, Excel, SQL","Communication, Problem Solving, Leadership","Inventory System, Data Pipeline, Recommendation Engine"
7625,"Python, Docker, Excel","Communication, Leadership, Teamwork","Recommendation Engine, Attendance Tracker, Chatbot"
7626,"Docker, JavaScript, Node.js","Communication, Time Management, Adaptability","Data Pipeline, Placement Portal, Student CRM"
7627,"Python, AWS, DSA","Adaptability, Time Management, Communication","Analytics Dashboard, Chatbot, Recommendation Engine"
7628,"Java, Docker, AWS","Adaptability, Teamwork, Communication","Recommendation Engine, Attendance Tracker, Student CRM"
7629,"Node.js, Docker, DSA","Leadership, Adaptability, Time Management","ETL Tool, Inventory System, Recommendation Engine"
7630,"JavaScript, Java, SQL","Problem Solving, Adaptability, Time Management","Recommendation Engine, Placement Portal, Data Pipeline"
7631,"Node.js, React, AWS","Communication, Adaptability, Time Management","Attendance Tracker, Inventory System, Placement Portal"
7632,"JavaScript, Docker, Pandas","Time Management, Adaptability, Communication","Student CRM, Chatbot, Recommendation Engine"
7633,"Excel, Python, Pandas","Time Management, Leadership, Communication","Attendance Tracker, Recommendation Engine, ETL Tool"
7634,"SQL, Excel, C++","Problem Solving, Teamwork, Leadership","Analytics Dashboard, Inventory System, Attendance Tracker"
7635,"React, Excel, Docker","Leadership, Adaptability, Time Management","Chatbot, ETL Tool, Inventory System"
7636,"Node.js, Java, JavaScript","Leadership, Communication, Time Management","ETL Tool, Student CRM, Inventory System"
7637,"Pandas, Python, JavaScript","Leadership, Time Management, Teamwork","Automation Bot, Attendance Tracker, Recommendation Engine"
7638,"Pandas, SQL, Docker","Communication, Teamwork, Time Management","Inventory System, Student CRM, Placement Portal"
7639,"Excel, Pandas, React","Problem Solving, Communication, Teamwork","Recommendation Engine, Attendance Tracker, ETL Tool"
7640,"Node.js, DSA, Pandas","Problem Solving, Time Management, Teamwork","Placement Portal, Analytics Dashboard, Recommendation Engine"
7641,"DSA, Python, Node.js","Teamwork, Adaptability, Leadership","Analytics Dashboard, Student CRM, Placement Portal"
7642,"Java, Excel, Pandas","Communication, Leadership, Time Management","Inventory System, Analytics Dashboard, Data Pipeline"
7643,"AWS, Excel, JavaScript","Communication, Leadership, Adaptability","Automation Bot, Inventory System, Placement Portal"
7644,"DSA, C++, React","Teamwork, Communication, Adaptability","Automation Bot, Attendance Tracker, Analytics Dashboard"
7645,"Python, Docker, Java","Problem Solving, Leadership, Time Management","Student CRM, Placement Portal, Recommendation Engine"
7646,"Java, DSA, Excel","Time Management, Teamwork, Adaptability","ETL Tool, Inventory System, Placement Portal"
7647,"React, Pandas, Docker","Adaptability, Communication, Time Management","Attendance Tracker, Analytics Dashboard, Chatbot"
7648,"JavaScript, Excel, Node.js","Teamwork, Communication, Leadership","Data Pipeline, Recommendation Engine, Inventory System"
7649,"Excel, React, SQL","Teamwork, Communication, Leadership","Analytics Dashboard, Student CRM, Inventory System"
7650,"Excel, React, DSA","Adaptability, Communication, Time Management","Automation Bot, Analytics Dashboard, Placement Portal"
7651,"Python, Node.js, C++","Time Management, Leadership, Problem Solving","Inventory System, ETL Tool, Attendance Tracker"
7652,"Node.js, JavaScript, SQL","Communication, Adaptability, Time Management","Recommendation Engine, ETL Tool, Attendance Tracker"
7653,"C++, SQL, Docker","Problem Solving, Adaptability, Time Management","Placement Portal, Chatbot, ETL Tool"
7654,"Java, Node.js, SQL","Communication, Adaptability, Leadership","Attendance Tracker, Recommendation Engine, Student CRM"
7655,"React, Java, Node.js","Problem Solving, Teamwork, Time Management","Analytics Dashboard, Inventory System, Chatbot"
7656,"Excel, SQL, AWS","Problem Solving, Adaptability, Leadership","Attendance Tracker, Automation Bot, Analytics Dashboard"
7657,"Node.js, Docker, Python","Problem Solving, Time Management, Communication","Placement Portal, Automation Bot, Student CRM"
7658,"AWS, Python, Excel","Time Management, Problem Solving, Leadership","Chatbot, Automation Bot, Analytics Dashboard"
7659,"Excel, Pandas, SQL","Time Management, Leadership, Adaptability","Automation Bot, Chatbot, Recommendation Engine"
7660,"SQL, Docker, Excel","Teamwork, Communication, Adaptability","Student CRM, Placement Portal, Inventory System"
7661,"Docker, SQL, DSA","Communication, Adaptability, Teamwork","Chatbot, Data Pipeline, Student CRM"
7662,"DSA, React, AWS","Problem Solving, Adaptability, Time Management","Analytics Dashboard, Chatbot, Automation Bot"
7663,"DSA, JavaScript, Python","Adaptability, Communication, Time Management","Data Pipeline, Attendance Tracker, ETL Tool"
7664,"C++, AWS, Java","Communication, Teamwork, Adaptability","Analytics Dashboard, Inventory System, Chatbot"
7665,"React, C++, Node.js","Communication, Adaptability, Leadership","Analytics Dashboard, Recommendation Engine, Data Pipeline"
7666,"SQL, Java, Docker","Communication, Teamwork, Adaptability","Chatbot, Attendance Tracker, Placement Portal"
7667,"C++, DSA, Docker","Time Management, Leadership, Communication","Automation Bot, Data Pipeline, Attendance Tracker"
7668,"JavaScript, Excel, SQL","Adaptability, Problem Solving, Communication","Inventory System, Student CRM, ETL Tool"
7669,"Java, C++, Excel","Problem Solving, Communication, Time Management","Analytics Dashboard, Attendance Tracker, Placement Portal"
7670,"DSA, Pandas, Docker","Communication, Problem Solving, Adaptability","Inventory System, Placement Portal, Chatbot"
7671,"Python, Java, C++","Time Management, Communication, Adaptability","Attendance Tracker, Chatbot, Data Pipeline"
7672,"JavaScript, DSA, Pandas","Communication, Leadership, Problem Solving","Student CRM, Inventory System, Analytics Dashboard"
7673,"AWS, Python, Java","Communication, Teamwork, Problem Solving","Automation Bot, Inventory System, Attendance Tracker"
7674,"SQL, Python, Excel","Time Management, Communication, Teamwork","Chatbot, Automation Bot, Recommendation Engine"
7675,"Python, DSA, Docker","Adaptability, Communication, Time Management","Recommendation Engine, Analytics Dashboard, Data Pipeline"
7676,"SQL, React, Java","Problem Solving, Adaptability, Leadership","Inventory System, Recommendation Engine, Automation Bot"
7677,"Excel, Docker, SQL","Leadership, Adaptability, Communication","Recommendation Engine, Placement Portal, Analytics Dashboard"
7678,"Node.js, Pandas, DSA","Adaptability, Communication, Problem Solving","Recommendation Engine, ETL Tool, Inventory System"
7679,"Java, C++, JavaScript","Problem Solving, Communication, Leadership","Analytics Dashboard, Attendance Tracker, Recommendation Engine"
7680,"Node.js, C++, Java","Adaptability, Problem Solving, Teamwork","Student CRM, Chatbot, Automation Bot"
7681,"JavaScript, Docker, React","Time Management, Communication, Problem Solving","Automation Bot, Student CRM, Inventory System"
7682,"Pandas, Excel, AWS","Adaptability, Teamwork, Leadership","Chatbot, Inventory System, Analytics Dashboard"
7683,"AWS, DSA, SQL","Adaptability, Communication, Problem Solving","Chatbot, Student CRM, ETL Tool"
7684,"Docker, SQL, Java","Communication, Teamwork, Time Management","Chatbot, Placement Portal, Attendance Tracker"
7685,"Node.js, Python, AWS","Problem Solving, Adaptability, Leadership","ETL Tool, Analytics Dashboard, Inventory System"
7686,"DSA, C++, Excel","Adaptability, Time Management, Problem Solving","Placement Portal, Automation Bot, Chatbot"
7687,"Excel, JavaScript, C++","Leadership, Adaptability, Teamwork","ETL Tool, Chatbot, Recommendation Engine"
7688,"Node.js, Pandas, Python","Time Management, Communication, Teamwork","Data Pipeline, Inventory System, Automation Bot"
7689,"Java, Python, C++","Leadership, Adaptability, Problem Solving","Student CRM, Chatbot, Placement Portal"
7690,"Excel, Java, Python","Time Management, Problem Solving, Teamwork","Inventory System, Recommendation Engine, Data Pipeline"
7691,"Python, Excel, AWS","Teamwork, Leadership, Adaptability","Inventory System, ETL Tool, Analytics Dashboard"
7692,"AWS, Node.js, Excel","Communication, Adaptability, Problem Solving","Attendance Tracker, ETL Tool, Inventory System"
7693,"Java, JavaScript, DSA","Problem Solving, Teamwork, Leadership","Chatbot, Inventory System, Automation Bot"
7694,"SQL, React, C++","Teamwork, Time Management, Adaptability","Student CRM, ETL Tool, Placement Portal"
7695,"SQL, JavaScript, Java","Time Management, Problem Solving, Adaptability","Analytics Dashboard, Attendance Tracker, Recommendation Engine"
7696,"DSA, Docker, Python","Time Management, Leadership, Communication","Analytics Dashboard, Data Pipeline, Attendance Tracker"
7697,"React, Node.js, DSA","Adaptability, Communication, Teamwork","Student CRM, Chatbot, Recommendation Engine"
7698,"AWS, Node.js, JavaScript","Leadership, Adaptability, Teamwork","Attendance Tracker, ETL Tool, Placement Portal"
7699,"Java, React, C++","Problem Solving, Leadership, Time Management","Inventory System, Analytics Dashboard, Chatbot"
7700,"JavaScript, DSA, AWS","Leadership, Time Management, Problem Solving","Attendance Tracker, Recommendation Engine, Automation Bot"
7701,"Python, DSA, Java","Teamwork, Adaptability, Communication","Data Pipeline, Inventory System, Recommendation Engine"
7702,"Docker, Python, Java","Communication, Problem Solving, Teamwork","Data Pipeline, Automation Bot, Recommendation Engine"
7703,"Python, React, Java","Leadership, Teamwork, Problem Solving","Recommendation Engine, Data Pipeline, Student CRM"
7704,"SQL, DSA, Node.js","Leadership, Teamwork, Problem Solving","Automation Bot, Placement Portal, Data Pipeline"
7705,"Node.js, Java, Excel","Problem Solving, Adaptability, Communication","Attendance Tracker, ETL Tool, Placement Portal"
7706,"Pandas, DSA, Java","Leadership, Communication, Time Management","Placement Portal, Chatbot, Automation Bot"
7707,"JavaScript, React, Python","Time Management, Teamwork, Adaptability","Recommendation Engine, Analytics Dashboard, Chatbot"
7708,"Node.js, Python, Docker","Problem Solving, Adaptability, Time Management","Placement Portal, Recommendation Engine, Analytics Dashboard"
7709,"C++, DSA, React","Time Management, Teamwork, Adaptability","Recommendation Engine, Data Pipeline, Placement Portal"
7710,"JavaScript, Docker, Python","Time Management, Teamwork, Communication","Data Pipeline, Placement Portal, ETL Tool"
7711,"Node.js, C++, Java","Teamwork, Leadership, Adaptability","Inventory System, Student CRM, Chatbot"
7712,"AWS, C++, DSA","Communication, Adaptability, Problem Solving","Student CRM, Placement Portal, Recommendation Engine"
7713,"C++, DSA, AWS","Time Management, Teamwork, Adaptability","Data Pipeline, Inventory System, Automation Bot"
7714,"Java, SQL, Excel","Leadership, Problem Solving, Time Management","Chatbot, Student CRM, Attendance Tracker"
7715,"JavaScript, Excel, Pandas","Communication, Time Management, Teamwork","Chatbot, Analytics Dashboard, Inventory System"
7716,"AWS, Node.js, Python","Time Management, Adaptability, Problem Solving","Analytics Dashboard, Attendance Tracker, Recommendation Engine"
7717,"React, Python, SQL","Communication, Problem Solving, Time Management","Placement Portal, Recommendation Engine, Automation Bot"
7718,"React, Java, AWS","Problem Solving, Communication, Leadership","Attendance Tracker, Data Pipeline, Placement Portal"
7719,"React, C++, AWS","Communication, Time Management, Adaptability","Student CRM, Inventory System, Attendance Tracker"
7720,"AWS, Docker, JavaScript","Problem Solving, Communication, Leadership","Recommendation Engine, Inventory System, Data Pipeline"
7721,"SQL, React, JavaScript","Problem Solving, Adaptability, Teamwork","Automation Bot, Data Pipeline, Recommendation Engine"
7722,"JavaScript, AWS, React","Communication, Teamwork, Leadership","Analytics Dashboard, Attendance Tracker, Student CRM"
7723,"Docker, Excel, JavaScript","Problem Solving, Leadership, Communication","Automation Bot, Recommendation Engine, Chatbot"
7724,"AWS, C++, Python","Time Management, Problem Solving, Adaptability","Placement Portal, Chatbot, Analytics Dashboard"
7725,"Java, Excel, Docker","Leadership, Problem Solving, Communication","Automation Bot, Analytics Dashboard, Recommendation Engine"
7726,"Excel, C++, DSA","Leadership, Teamwork, Adaptability","Recommendation Engine, Placement Portal, Student CRM"
7727,"Docker, Pandas, AWS","Teamwork, Communication, Time Management","ETL Tool, Recommendation Engine, Attendance Tracker"
7728,"React, Java, JavaScript","Leadership, Teamwork, Time Management","Student CRM, Inventory System, ETL Tool"
7729,"SQL, Docker, Pandas","Teamwork, Communication, Adaptability","Student CRM, Analytics Dashboard, Chatbot"
7730,"C++, SQL, JavaScript","Adaptability, Leadership, Problem Solving","Analytics Dashboard, Recommendation Engine, Data Pipeline"
7731,"C++, Python, AWS","Adaptability, Communication, Leadership","Recommendation Engine, Analytics Dashboard, Placement Portal"
7732,"Java, Python, SQL","Time Management, Teamwork, Problem Solving","Recommendation Engine, Automation Bot, Attendance Tracker"
7733,"Pandas, SQL, AWS","Leadership, Problem Solving, Time Management","Analytics Dashboard, Chatbot, ETL Tool"
